,season,team1,team2,0,teams,ANA,ARI,ATL,BAL,BOS,CHC,CHW,CIN,CLE,COL,DET,FLA,HOU,KCR,LAD,MIL,MIN,NYM,NYY,OAK,PHI,PIT,SDP,SEA,SFG,STL,TBD,TEX,TOR,WSN
4214,1911.0,SFG,CHC,11.0,CHCSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4215,1911.0,SFG,CIN,11.0,CINSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4216,1911.0,SFG,LAD,10.0,LADSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4217,1911.0,SFG,OAK,3.0,OAKSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4218,1911.0,SFG,PHI,11.0,PHISFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4219,1911.0,SFG,PIT,11.0,PITSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4220,1911.0,SFG,STL,9.0,SFGSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4221,1911.0,STL,ATL,10.0,ATLSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4222,1911.0,STL,CHC,11.0,CHCSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4223,1911.0,STL,CIN,10.0,CINSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4224,1911.0,STL,LAD,9.0,LADSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4225,1911.0,STL,PHI,10.0,PHISTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4226,1911.0,STL,PIT,11.0,PITSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4227,1911.0,STL,SFG,13.0,SFGSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4228,1912.0,ATL,CHC,11.0,ATLCHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4229,1912.0,ATL,CIN,11.0,ATLCIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4230,1912.0,ATL,LAD,11.0,ATLLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4231,1912.0,ATL,PHI,11.0,ATLPHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4232,1912.0,ATL,PIT,12.0,ATLPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4233,1912.0,ATL,SFG,11.0,ATLSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4234,1912.0,ATL,STL,11.0,ATLSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4235,1912.0,BAL,BOS,11.0,BALBOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4236,1912.0,BAL,CHW,11.0,BALCHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4237,1912.0,BAL,CLE,11.0,BALCLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4238,1912.0,BAL,DET,11.0,BALDET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4239,1912.0,BAL,MIN,11.0,BALMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4240,1912.0,BAL,NYY,11.0,BALNYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4241,1912.0,BAL,OAK,11.0,BALOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4242,1912.0,BOS,BAL,11.0,BALBOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4243,1912.0,BOS,CHW,11.0,BOSCHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4244,1912.0,BOS,CLE,11.0,BOSCLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4245,1912.0,BOS,DET,11.0,BOSDET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4246,1912.0,BOS,MIN,11.0,BOSMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4247,1912.0,BOS,NYY,11.0,BOSNYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4248,1912.0,BOS,OAK,11.0,BOSOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4249,1912.0,BOS,SFG,4.0,BOSSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4250,1912.0,CHC,ATL,11.0,ATLCHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4251,1912.0,CHC,CIN,10.0,CHCCIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4252,1912.0,CHC,LAD,11.0,CHCLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4253,1912.0,CHC,PHI,11.0,CHCPHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4254,1912.0,CHC,PIT,11.0,CHCPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4255,1912.0,CHC,SFG,11.0,CHCSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4256,1912.0,CHC,STL,11.0,CHCSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4257,1912.0,CHW,BAL,11.0,BALCHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4258,1912.0,CHW,BOS,11.0,BOSCHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4259,1912.0,CHW,CLE,11.0,CHWCLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4260,1912.0,CHW,DET,11.0,CHWDET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4261,1912.0,CHW,MIN,11.0,CHWMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4262,1912.0,CHW,NYY,11.0,CHWNYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4263,1912.0,CHW,OAK,11.0,CHWOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4264,1912.0,CIN,ATL,11.0,ATLCIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4265,1912.0,CIN,CHC,11.0,CHCCIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4266,1912.0,CIN,LAD,11.0,CINLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4267,1912.0,CIN,PHI,11.0,CINPHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4268,1912.0,CIN,PIT,11.0,CINPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4269,1912.0,CIN,SFG,11.0,CINSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4270,1912.0,CIN,STL,11.0,CINSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4271,1912.0,CLE,BAL,11.0,BALCLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4272,1912.0,CLE,BOS,11.0,BOSCLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4273,1912.0,CLE,CHW,11.0,CHWCLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4274,1912.0,CLE,DET,11.0,CLEDET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4275,1912.0,CLE,MIN,11.0,CLEMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4276,1912.0,CLE,NYY,10.0,CLENYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4277,1912.0,CLE,OAK,11.0,CLEOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4278,1912.0,DET,BAL,11.0,BALDET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4279,1912.0,DET,BOS,10.0,BOSDET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4280,1912.0,DET,CHW,11.0,CHWDET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4281,1912.0,DET,CLE,11.0,CLEDET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4282,1912.0,DET,MIN,11.0,DETMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4283,1912.0,DET,NYY,11.0,DETNYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4284,1912.0,DET,OAK,11.0,DETOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4285,1912.0,LAD,ATL,11.0,ATLLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4286,1912.0,LAD,CHC,11.0,CHCLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4287,1912.0,LAD,CIN,11.0,CINLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4288,1912.0,LAD,PHI,11.0,LADPHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4289,1912.0,LAD,PIT,11.0,LADPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4290,1912.0,LAD,SFG,11.0,LADSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4291,1912.0,LAD,STL,10.0,LADSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4292,1912.0,MIN,BAL,11.0,BALMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4293,1912.0,MIN,BOS,11.0,BOSMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4294,1912.0,MIN,CHW,11.0,CHWMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4295,1912.0,MIN,CLE,11.0,CLEMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4296,1912.0,MIN,DET,11.0,DETMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4297,1912.0,MIN,NYY,11.0,MINNYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4298,1912.0,MIN,OAK,11.0,MINOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4299,1912.0,NYY,BAL,11.0,BALNYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4300,1912.0,NYY,BOS,10.0,BOSNYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4301,1912.0,NYY,CHW,11.0,CHWNYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4302,1912.0,NYY,CLE,11.0,CLENYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4303,1912.0,NYY,DET,11.0,DETNYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4304,1912.0,NYY,MIN,11.0,MINNYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4305,1912.0,NYY,OAK,10.0,NYYOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4306,1912.0,OAK,BAL,11.0,BALOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4307,1912.0,OAK,BOS,11.0,BOSOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4308,1912.0,OAK,CHW,11.0,CHWOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4309,1912.0,OAK,CLE,11.0,CLEOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4310,1912.0,OAK,DET,11.0,DETOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4311,1912.0,OAK,MIN,9.0,MINOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4312,1912.0,OAK,NYY,12.0,NYYOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4313,1912.0,PHI,ATL,11.0,ATLPHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4314,1912.0,PHI,CHC,9.0,CHCPHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4315,1912.0,PHI,CIN,11.0,CINPHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4316,1912.0,PHI,LAD,11.0,LADPHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4317,1912.0,PHI,PIT,11.0,PHIPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4318,1912.0,PHI,SFG,11.0,PHISFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4319,1912.0,PHI,STL,11.0,PHISTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4320,1912.0,PIT,ATL,10.0,ATLPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4321,1912.0,PIT,CHC,10.0,CHCPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4322,1912.0,PIT,CIN,11.0,CINPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4323,1912.0,PIT,LAD,11.0,LADPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4324,1912.0,PIT,PHI,11.0,PHIPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4325,1912.0,PIT,SFG,11.0,PITSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4326,1912.0,PIT,STL,11.0,PITSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4327,1912.0,SFG,ATL,10.0,ATLSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4328,1912.0,SFG,BOS,3.0,BOSSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4329,1912.0,SFG,CHC,11.0,CHCSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4330,1912.0,SFG,CIN,11.0,CINSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4331,1912.0,SFG,LAD,11.0,LADSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4332,1912.0,SFG,PHI,11.0,PHISFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4333,1912.0,SFG,PIT,9.0,PITSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4334,1912.0,SFG,STL,11.0,SFGSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4335,1912.0,STL,ATL,11.0,ATLSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4336,1912.0,STL,CHC,11.0,CHCSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4337,1912.0,STL,CIN,11.0,CINSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4338,1912.0,STL,LAD,11.0,LADSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4339,1912.0,STL,PHI,11.0,PHISTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4340,1912.0,STL,PIT,11.0,PITSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4341,1912.0,STL,SFG,11.0,SFGSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4342,1913.0,ATL,CHC,11.0,ATLCHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4343,1913.0,ATL,CIN,11.0,ATLCIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4344,1913.0,ATL,LAD,9.0,ATLLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4345,1913.0,ATL,PHI,11.0,ATLPHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4346,1913.0,ATL,PIT,10.0,ATLPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4347,1913.0,ATL,SFG,11.0,ATLSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4348,1913.0,ATL,STL,11.0,ATLSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4349,1913.0,BAL,BOS,11.0,BALBOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4350,1913.0,BAL,CHW,11.0,BALCHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4351,1913.0,BAL,CLE,11.0,BALCLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4352,1913.0,BAL,DET,11.0,BALDET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4353,1913.0,BAL,MIN,11.0,BALMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4354,1913.0,BAL,NYY,11.0,BALNYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4355,1913.0,BAL,OAK,11.0,BALOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4356,1913.0,BOS,BAL,11.0,BALBOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4357,1913.0,BOS,CHW,10.0,BOSCHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4358,1913.0,BOS,CLE,10.0,BOSCLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4359,1913.0,BOS,DET,11.0,BOSDET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4360,1913.0,BOS,MIN,11.0,BOSMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4361,1913.0,BOS,NYY,11.0,BOSNYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4362,1913.0,BOS,OAK,11.0,BOSOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4363,1913.0,CHC,ATL,11.0,ATLCHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4364,1913.0,CHC,CIN,11.0,CHCCIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4365,1913.0,CHC,LAD,11.0,CHCLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4366,1913.0,CHC,PHI,11.0,CHCPHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4367,1913.0,CHC,PIT,11.0,CHCPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4368,1913.0,CHC,SFG,10.0,CHCSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4369,1913.0,CHC,STL,11.0,CHCSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4370,1913.0,CHW,BAL,11.0,BALCHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4371,1913.0,CHW,BOS,11.0,BOSCHW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4372,1913.0,CHW,CLE,11.0,CHWCLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4373,1913.0,CHW,DET,11.0,CHWDET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4374,1913.0,CHW,MIN,11.0,CHWMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4375,1913.0,CHW,NYY,11.0,CHWNYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4376,1913.0,CHW,OAK,11.0,CHWOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4377,1913.0,CIN,ATL,11.0,ATLCIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4378,1913.0,CIN,CHC,11.0,CHCCIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4379,1913.0,CIN,LAD,11.0,CINLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4380,1913.0,CIN,PHI,11.0,CINPHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4381,1913.0,CIN,PIT,10.0,CINPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4382,1913.0,CIN,SFG,11.0,CINSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4383,1913.0,CIN,STL,11.0,CINSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4384,1913.0,CLE,BAL,11.0,BALCLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4385,1913.0,CLE,BOS,11.0,BOSCLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4386,1913.0,CLE,CHW,11.0,CHWCLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4387,1913.0,CLE,DET,11.0,CLEDET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4388,1913.0,CLE,MIN,11.0,CLEMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4389,1913.0,CLE,NYY,11.0,CLENYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4390,1913.0,CLE,OAK,11.0,CLEOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4391,1913.0,DET,BAL,11.0,BALDET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4392,1913.0,DET,BOS,11.0,BOSDET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4393,1913.0,DET,CHW,11.0,CHWDET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4394,1913.0,DET,CLE,10.0,CLEDET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4395,1913.0,DET,MIN,11.0,DETMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4396,1913.0,DET,NYY,11.0,DETNYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4397,1913.0,DET,OAK,11.0,DETOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4398,1913.0,LAD,ATL,11.0,ATLLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4399,1913.0,LAD,CHC,11.0,CHCLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4400,1913.0,LAD,CIN,11.0,CINLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4401,1913.0,LAD,PHI,11.0,LADPHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4402,1913.0,LAD,PIT,10.0,LADPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4403,1913.0,LAD,SFG,11.0,LADSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4404,1913.0,LAD,STL,11.0,LADSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4405,1913.0,MIN,BAL,11.0,BALMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4406,1913.0,MIN,BOS,11.0,BOSMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4407,1913.0,MIN,CHW,11.0,CHWMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4408,1913.0,MIN,CLE,11.0,CLEMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4409,1913.0,MIN,DET,11.0,DETMIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4410,1913.0,MIN,NYY,11.0,MINNYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4411,1913.0,MIN,OAK,11.0,MINOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4412,1913.0,NYY,BAL,11.0,BALNYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4413,1913.0,NYY,BOS,9.0,BOSNYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4414,1913.0,NYY,CHW,10.0,CHWNYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4415,1913.0,NYY,CLE,11.0,CLENYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4416,1913.0,NYY,DET,11.0,DETNYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4417,1913.0,NYY,MIN,11.0,MINNYY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4418,1913.0,NYY,OAK,11.0,NYYOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4419,1913.0,OAK,BAL,10.0,BALOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4420,1913.0,OAK,BOS,11.0,BOSOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4421,1913.0,OAK,CHW,11.0,CHWOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4422,1913.0,OAK,CLE,11.0,CLEOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4423,1913.0,OAK,DET,11.0,DETOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4424,1913.0,OAK,MIN,11.0,MINOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4425,1913.0,OAK,NYY,11.0,NYYOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4426,1913.0,OAK,SFG,2.0,OAKSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4427,1913.0,PHI,ATL,11.0,ATLPHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4428,1913.0,PHI,CHC,11.0,CHCPHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4429,1913.0,PHI,CIN,11.0,CINPHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4430,1913.0,PHI,LAD,10.0,LADPHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4431,1913.0,PHI,PIT,11.0,PHIPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4432,1913.0,PHI,SFG,11.0,PHISFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4433,1913.0,PHI,STL,11.0,PHISTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4434,1913.0,PIT,ATL,11.0,ATLPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4435,1913.0,PIT,CHC,11.0,CHCPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4436,1913.0,PIT,CIN,11.0,CINPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4437,1913.0,PIT,LAD,12.0,LADPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4438,1913.0,PIT,PHI,9.0,PHIPIT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4439,1913.0,PIT,SFG,11.0,PITSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4440,1913.0,PIT,STL,11.0,PITSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4441,1913.0,SFG,ATL,11.0,ATLSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4442,1913.0,SFG,CHC,11.0,CHCSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4443,1913.0,SFG,CIN,11.0,CINSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4444,1913.0,SFG,LAD,11.0,LADSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4445,1913.0,SFG,OAK,3.0,OAKSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4446,1913.0,SFG,PHI,11.0,PHISFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4447,1913.0,SFG,PIT,11.0,PITSFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4448,1913.0,SFG,STL,11.0,SFGSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4449,1913.0,STL,ATL,11.0,ATLSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4450,1913.0,STL,CHC,11.0,CHCSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4451,1913.0,STL,CIN,11.0,CINSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4452,1913.0,STL,LAD,9.0,LADSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4453,1913.0,STL,PHI,11.0,PHISTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4454,1913.0,STL,PIT,10.0,PITSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4455,1913.0,STL,SFG,10.0,SFGSTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4456,1914.0,ATL,CHC,11.0,ATLCHC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4457,1914.0,ATL,CIN,11.0,ATLCIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4458,1914.0,ATL,LAD,11.0,ATLLAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4459,1914.0,ATL,OAK,2.0,ATLOAK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
